ID,Contracting Party,RSC Sub-division,Station ID,Sample ID,LatD,LatM,LatS,LatDir,LongD,LongM,LongS,LongDir,Sample type,Biological group,Species,Body Part,Sampling date,Nuclide,Value type,Activity or MDA,Uncertainty,Unit,Data provider,Measurement Comment,Sample Comment,Reference Comment
124,Belgium,8,Belgica-315,VNZ16,51,18.0,29.0,N,2,28.0,12.0,E,BIOT,Fish,,WHOLE FISH,09/22/10 00:00:00,226Ra,<,0.915072,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
125,Belgium,8,Belgica-330,VNZ17,51,25.0,37.0,N,2,47.0,24.0,E,BIOT,Fish,,WHOLE FISH,09/28/10 00:00:00,226Ra,=,0.575917,0.192,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
126,Belgium,8,Belgica-840,VNZ18,51,44.0,11.0,N,2,39.0,54.0,E,BIOT,Fish,,WHOLE FISH,10/01/10 00:00:00,226Ra,<,0.379992,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
127,Belgium,8,Belgica-340,VNZ19,51,29.0,56.0,N,3,0.0,0.0,E,BIOT,Fish,,WHOLE FISH,10/04/10 00:00:00,226Ra,<,0.331774,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
128,Belgium,8,Belgica-140,VNZ20,51,18.0,36.0,N,3,3.0,32.0,E,BIOT,Fish,,WHOLE FISH,10/06/10 00:00:00,226Ra,<,1.376174,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
129,Belgium,8,Belgica-830,VNZ01,51,42.0,36.0,N,2,27.0,0.0,E,BIOT,Fish,,WHOLE FISH,03/18/10 00:00:00,228Ra,<,4.376728,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
130,Belgium,8,Belgica-120,VNZ02,51,30.0,0.0,N,2,59.0,24.0,E,BIOT,Fish,,WHOLE FISH,03/09/10 00:00:00,228Ra,<,1.725347,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
131,Belgium,8,Belgica-340,VNZ03,51,30.0,1.0,N,2,59.0,25.0,E,BIOT,Fish,,WHOLE FISH,03/15/10 00:00:00,228Ra,<,1.365119,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
132,Belgium,8,Belgica-421,VNZ04,51,28.0,48.0,N,2,27.0,26.0,E,BIOT,Fish,,WHOLE FISH,03/16/10 00:00:00,228Ra,<,4.139101,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
133,Belgium,8,Belgica-840,VNZ05,51,44.0,10.0,N,2,39.0,54.0,E,BIOT,Fish,,WHOLE FISH,03/17/10 00:00:00,228Ra,<,2.496721,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
134,Belgium,8,Belgica-215,VNZ06,51,16.0,30.0,N,2,37.0,48.0,E,BIOT,Fish,,WHOLE FISH,03/10/10 00:00:00,228Ra,<,3.068405,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
135,Belgium,8,Belgica-BR1,VNZ07,51,19.0,12.0,N,2,34.0,12.0,E,BIOT,Fish,,WHOLE FISH,03/10/10 00:00:00,228Ra,<,1.313285,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
136,Belgium,8,Belgica-330,VNZ08,51,25.0,37.0,N,2,47.0,24.0,E,BIOT,Fish,,WHOLE FISH,03/08/10 00:00:00,228Ra,<,3.242218,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
137,Belgium,8,Belgica-BR1,VNZ09,51,19.0,12.0,N,2,34.0,12.0,E,BIOT,Fish,,WHOLE FISH,09/24/10 00:00:00,228Ra,<,2.013134,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
138,Belgium,8,Belgica-120,VNZ10,51,29.0,53.0,N,2,59.0,42.0,E,BIOT,Fish,,WHOLE FISH,09/24/10 00:00:00,228Ra,<,2.841645,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
139,Belgium,8,Belgica-230,VNZ11,51,18.0,36.0,N,2,51.0,0.0,E,BIOT,Fish,,WHOLE FISH,09/24/10 00:00:00,228Ra,<,0.906138,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
140,Belgium,8,Belgica-421,VNZ12,51,28.0,30.0,N,2,27.0,50.0,E,BIOT,Fish,,WHOLE FISH,09/27/10 00:00:00,228Ra,<,2.562289,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
141,Belgium,8,Belgica-7102,VNZ13,51,26.0,35.0,N,3,6.0,54.0,E,BIOT,Fish,,WHOLE FISH,09/24/10 00:00:00,228Ra,<,3.116076,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
142,Belgium,8,Belgica-215,VNZ14,51,16.0,30.0,N,2,37.0,44.0,E,BIOT,Fish,,WHOLE FISH,09/30/10 00:00:00,228Ra,<,6.340511,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
143,Belgium,8,Belgica-7801a,VNZ15,51,27.0,36.0,N,3,1.0,23.0,E,BIOT,Fish,,WHOLE FISH,09/29/10 00:00:00,228Ra,<,3.064672,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
144,Belgium,8,Belgica-315,VNZ16,51,18.0,29.0,N,2,28.0,12.0,E,BIOT,Fish,,WHOLE FISH,09/22/10 00:00:00,228Ra,<,1.830144,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
145,Belgium,8,Belgica-330,VNZ17,51,25.0,37.0,N,2,47.0,24.0,E,BIOT,Fish,,WHOLE FISH,09/28/10 00:00:00,228Ra,<,1.919724,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
146,Belgium,8,Belgica-840,VNZ18,51,44.0,11.0,N,2,39.0,54.0,E,BIOT,Fish,,WHOLE FISH,10/01/10 00:00:00,228Ra,<,0.759983,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
147,Belgium,8,Belgica-340,VNZ19,51,29.0,56.0,N,3,0.0,0.0,E,BIOT,Fish,,WHOLE FISH,10/04/10 00:00:00,228Ra,<,0.663548,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
148,Belgium,8,Belgica-140,VNZ20,51,18.0,36.0,N,3,3.0,32.0,E,BIOT,Fish,,WHOLE FISH,10/06/10 00:00:00,228Ra,<,2.981711,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
169,Belgium,8,Belgica-830,VNZ01,51,42.0,36.0,N,2,27.0,0.0,E,BIOT,Fish,,WHOLE FISH,03/18/10 00:00:00,"239,240Pu",<,0.022926,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
170,Belgium,8,Belgica-120,VNZ02,51,30.0,0.0,N,2,59.0,24.0,E,BIOT,Fish,,WHOLE FISH,03/09/10 00:00:00,"239,240Pu",<,0.02588,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
171,Belgium,8,Belgica-340,VNZ03,51,30.0,1.0,N,2,59.0,25.0,E,BIOT,Fish,,WHOLE FISH,03/15/10 00:00:00,"239,240Pu",<,0.022752,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
172,Belgium,8,Belgica-421,VNZ04,51,28.0,48.0,N,2,27.0,26.0,E,BIOT,Fish,,WHOLE FISH,03/16/10 00:00:00,"239,240Pu",<,0.022995,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
173,Belgium,8,Belgica-840,VNZ05,51,44.0,10.0,N,2,39.0,54.0,E,BIOT,Fish,,WHOLE FISH,03/17/10 00:00:00,"239,240Pu",<,0.018725,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
174,Belgium,8,Belgica-215,VNZ06,51,16.0,30.0,N,2,37.0,48.0,E,BIOT,Fish,,WHOLE FISH,03/10/10 00:00:00,"239,240Pu",<,0.008767,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
175,Belgium,8,Belgica-BR1,VNZ07,51,19.0,12.0,N,2,34.0,12.0,E,BIOT,Fish,,WHOLE FISH,03/10/10 00:00:00,"239,240Pu",<,0.01751,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
176,Belgium,8,Belgica-330,VNZ08,51,25.0,37.0,N,2,47.0,24.0,E,BIOT,Fish,,WHOLE FISH,03/08/10 00:00:00,"239,240Pu",<,0.020843,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
177,Belgium,8,Belgica-BR1,VNZ09,51,19.0,12.0,N,2,34.0,12.0,E,BIOT,Fish,,WHOLE FISH,09/24/10 00:00:00,"239,240Pu",<,0.021328,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
178,Belgium,8,Belgica-120,VNZ10,51,29.0,53.0,N,2,59.0,42.0,E,BIOT,Fish,,WHOLE FISH,09/24/10 00:00:00,"239,240Pu",<,0.014219,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
179,Belgium,8,Belgica-230,VNZ11,51,18.0,36.0,N,2,51.0,0.0,E,BIOT,Fish,,WHOLE FISH,09/24/10 00:00:00,"239,240Pu",<,0.011849,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
180,Belgium,8,Belgica-421,VNZ12,51,28.0,30.0,N,2,27.0,50.0,E,BIOT,Fish,,WHOLE FISH,09/27/10 00:00:00,"239,240Pu",<,0.040287,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
181,Belgium,8,Belgica-7102,VNZ13,51,26.0,35.0,N,3,6.0,54.0,E,BIOT,Fish,,WHOLE FISH,09/24/10 00:00:00,"239,240Pu",<,0.014219,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
182,Belgium,8,Belgica-215,VNZ14,51,16.0,30.0,N,2,37.0,44.0,E,BIOT,Fish,,WHOLE FISH,09/30/10 00:00:00,"239,240Pu",<,0.016589,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
183,Belgium,8,Belgica-7801a,VNZ15,51,27.0,36.0,N,3,1.0,23.0,E,BIOT,Fish,,WHOLE FISH,09/29/10 00:00:00,"239,240Pu",<,0.023698,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
184,Belgium,8,Belgica-315,VNZ16,51,18.0,29.0,N,2,28.0,12.0,E,BIOT,Fish,,WHOLE FISH,09/22/10 00:00:00,"239,240Pu",<,0.016589,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
185,Belgium,8,Belgica-330,VNZ17,51,25.0,37.0,N,2,47.0,24.0,E,BIOT,Fish,,WHOLE FISH,09/28/10 00:00:00,"239,240Pu",<,0.014219,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
186,Belgium,8,Belgica-840,VNZ18,51,44.0,11.0,N,2,39.0,54.0,E,BIOT,Fish,,WHOLE FISH,10/01/10 00:00:00,"239,240Pu",<,0.030808,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
187,Belgium,8,Belgica-340,VNZ19,51,29.0,56.0,N,3,0.0,0.0,E,BIOT,Fish,,WHOLE FISH,10/04/10 00:00:00,"239,240Pu",<,0.007109,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
188,Belgium,8,Belgica-140,VNZ20,51,18.0,36.0,N,3,3.0,32.0,E,BIOT,Fish,,WHOLE FISH,10/06/10 00:00:00,"239,240Pu",<,0.011849,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
189,Belgium,8,Belgica-830,VNZ01,51,42.0,36.0,N,2,27.0,0.0,E,BIOT,Fish,,WHOLE FISH,03/18/10 00:00:00,99Tc,<,15.75215,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
190,Belgium,8,Belgica-120,VNZ02,51,30.0,0.0,N,2,59.0,24.0,E,BIOT,Fish,,WHOLE FISH,03/09/10 00:00:00,99Tc,<,17.51055,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
191,Belgium,8,Belgica-340,VNZ03,51,30.0,1.0,N,2,59.0,25.0,E,BIOT,Fish,,WHOLE FISH,03/15/10 00:00:00,99Tc,<,19.21208,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
192,Belgium,8,Belgica-421,VNZ04,51,28.0,48.0,N,2,27.0,26.0,E,BIOT,Fish,,WHOLE FISH,03/16/10 00:00:00,99Tc,<,12.33014,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
193,Belgium,8,Belgica-840,VNZ05,51,44.0,10.0,N,2,39.0,54.0,E,BIOT,Fish,,WHOLE FISH,03/17/10 00:00:00,99Tc,<,19.70026,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
194,Belgium,8,Belgica-215,VNZ06,51,16.0,30.0,N,2,37.0,48.0,E,BIOT,Fish,,WHOLE FISH,03/10/10 00:00:00,99Tc,<,25.80727,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
195,Belgium,8,Belgica-BR1,VNZ07,51,19.0,12.0,N,2,34.0,12.0,E,BIOT,Fish,,WHOLE FISH,03/10/10 00:00:00,99Tc,<,19.86615,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
196,Belgium,8,Belgica-330,VNZ08,51,25.0,37.0,N,2,47.0,24.0,E,BIOT,Fish,,WHOLE FISH,03/08/10 00:00:00,99Tc,<,13.27096,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
197,Belgium,8,Belgica-BR1,VNZ09,51,19.0,12.0,N,2,34.0,12.0,E,BIOT,Fish,,WHOLE FISH,09/24/10 00:00:00,99Tc,<,19.91437,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
198,Belgium,8,Belgica-120,VNZ10,51,29.0,53.0,N,2,59.0,42.0,E,BIOT,Fish,,WHOLE FISH,09/24/10 00:00:00,99Tc,<,20.15601,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
199,Belgium,8,Belgica-230,VNZ11,51,18.0,36.0,N,2,51.0,0.0,E,BIOT,Fish,,WHOLE FISH,09/24/10 00:00:00,99Tc,<,19.15046,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
200,Belgium,8,Belgica-421,VNZ12,51,28.0,30.0,N,2,27.0,50.0,E,BIOT,Fish,,WHOLE FISH,09/27/10 00:00:00,99Tc,<,21.33688,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
201,Belgium,8,Belgica-7102,VNZ13,51,26.0,35.0,N,3,6.0,54.0,E,BIOT,Fish,,WHOLE FISH,09/24/10 00:00:00,99Tc,<,19.48746,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
202,Belgium,8,Belgica-215,VNZ14,51,16.0,30.0,N,2,37.0,44.0,E,BIOT,Fish,,WHOLE FISH,09/30/10 00:00:00,99Tc,<,20.24267,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
203,Belgium,8,Belgica-7801a,VNZ15,51,27.0,36.0,N,3,1.0,23.0,E,BIOT,Fish,,WHOLE FISH,09/29/10 00:00:00,99Tc,<,14.7761,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
204,Belgium,8,Belgica-315,VNZ16,51,18.0,29.0,N,2,28.0,12.0,E,BIOT,Fish,,WHOLE FISH,09/22/10 00:00:00,99Tc,<,22.01435,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
205,Belgium,8,Belgica-330,VNZ17,51,25.0,37.0,N,2,47.0,24.0,E,BIOT,Fish,,WHOLE FISH,09/28/10 00:00:00,99Tc,<,18.91354,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
206,Belgium,8,Belgica-840,VNZ18,51,44.0,11.0,N,2,39.0,54.0,E,BIOT,Fish,,WHOLE FISH,10/01/10 00:00:00,99Tc,<,18.51747,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
207,Belgium,8,Belgica-340,VNZ19,51,29.0,56.0,N,3,0.0,0.0,E,BIOT,Fish,,WHOLE FISH,10/04/10 00:00:00,99Tc,<,19.34953,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
208,Belgium,8,Belgica-140,VNZ20,51,18.0,36.0,N,3,3.0,32.0,E,BIOT,Fish,,WHOLE FISH,10/06/10 00:00:00,99Tc,<,21.49584,,Bq/kg f.w.,SCK•CEN,,Pooled sample of more than one species of fish,
458,Denmark,9,Agger Tange,20100688,56,43.0,31.0,N,8,13.0,9.0,E,BIOT,Seaweed,Fucus vesiculosus,Whole plant,03/09/10 00:00:00,137Cs,=,0.045799,0.011587147,Bq/kg f.w.,Risø-DTU,,,
459,Denmark,9,Agger Tange,20100689,56,43.0,31.0,N,8,13.0,9.0,E,BIOT,Seaweed,Fucus vesiculosus,Whole plant,06/05/10 00:00:00,137Cs,=,0.04968,0.0193752,Bq/kg f.w.,Risø-DTU,,,
460,Denmark,9,Agger Tange,20100690,56,43.0,31.0,N,8,13.0,9.0,E,BIOT,Seaweed,Fucus vesiculosus,Whole plant,09/14/10 00:00:00,137Cs,=,0.062214,0.011634018,Bq/kg f.w.,Risø-DTU,,,
461,Denmark,9,Rømø,20100683,55,5.0,14.0,N,8,34.0,29.0,E,BIOT,Seaweed,Fucus vesiculosus,Whole plant,03/18/10 00:00:00,137Cs,=,0.052454,0.010176076,Bq/kg f.w.,Risø-DTU,,,
462,Denmark,9,Rømø,20100684,55,5.0,14.0,N,8,34.0,29.0,E,BIOT,Seaweed,Fucus vesiculosus,Whole plant,06/01/10 00:00:00,137Cs,=,0.085475,0.012393875,Bq/kg f.w.,Risø-DTU,,,
463,Denmark,9,Rømø,20100685,55,5.0,14.0,N,8,34.0,29.0,E,BIOT,Seaweed,Fucus vesiculosus,Whole plant,09/15/10 00:00:00,137Cs,=,0.1146,0.0110016,Bq/kg f.w.,Risø-DTU,,,
464,Denmark,11,North Sea,20100805,57,30.0,0.0,N,8,40.0,0.0,E,BIOT,Fish,Pleuronectes platessa,FLESH WITHOUT BONES,04/12/10 00:00:00,137Cs,=,0.1287,0.00656,Bq/kg f.w.,Risø-DTU,,,
465,Denmark,11,North Sea,20100804,57,30.0,0.0,N,8,40.0,0.0,E,BIOT,Fish,Gadus morhua,FLESH WITHOUT BONES,04/11/10 00:00:00,137Cs,=,0.3233,0.0071126,Bq/kg f.w.,Risø-DTU,,,
466,Denmark,11,North Sea,20100806,57,30.0,0.0,N,8,40.0,0.0,E,BIOT,Fish,Clupea harengus,FLESH WITHOUT BONES,04/11/10 00:00:00,137Cs,=,0.1445,0.00983,Bq/kg f.w.,Risø-DTU,,,
467,Denmark,11,North Sea,20100805,57,30.0,0.0,N,8,40.0,0.0,E,BIOT,Fish,Pleuronectes platessa,FLESH WITHOUT BONES,04/12/10 00:00:00,210Po,=,0.6225,0.0466875,Bq/kg f.w.,Risø-DTU,,,
468,Denmark,11,North Sea,20100804,57,30.0,0.0,N,8,40.0,0.0,E,BIOT,Fish,Gadus morhua,FLESH WITHOUT BONES,04/11/10 00:00:00,210Po,=,0.1509,0.0217,Bq/kg f.w.,Risø-DTU,,,
469,Denmark,11,North Sea,20100806,57,30.0,0.0,N,8,40.0,0.0,E,BIOT,Fish,Clupea harengus,FLESH WITHOUT BONES,04/11/10 00:00:00,210Po,=,0.627,0.0696,Bq/kg f.w.,Risø-DTU,,,
470,Denmark,12,Kattegat,20100802,56,40.0,0.0,N,11,20.0,0.0,E,BIOT,Fish,Pleuronectes platessa,FLESH WITHOUT BONES,03/23/10 00:00:00,137Cs,=,0.1797,0.01566,Bq/kg f.w.,Risø-DTU,,,
471,Denmark,12,Kattegat,20100801,56,40.0,0.0,N,11,20.0,0.0,E,BIOT,Fish,Gadus morhua,FLESH WITHOUT BONES,04/15/10 00:00:00,137Cs,=,3.0715,0.021,Bq/kg f.w.,Risø-DTU,,,
472,Denmark,12,Kattegat,20100804,56,40.0,0.0,N,11,20.0,0.0,E,BIOT,Fish,Clupea harengus,FLESH WITHOUT BONES,03/25/10 00:00:00,137Cs,=,0.1696,0.0074624,Bq/kg f.w.,Risø-DTU,,,
473,Denmark,12,Kattegat,20100802,56,40.0,0.0,N,11,20.0,0.0,E,BIOT,Fish,Pleuronectes platessa,FLESH WITHOUT BONES,03/23/10 00:00:00,210Po,=,0.1797,0.037455,Bq/kg f.w.,Risø-DTU,,,
474,Denmark,12,Kattegat,20100801,56,40.0,0.0,N,11,20.0,0.0,E,BIOT,Fish,Gadus morhua,FLESH WITHOUT BONES,04/15/10 00:00:00,210Po,=,0.277,0.0457,Bq/kg f.w.,Risø-DTU,,,
475,Denmark,12,Kattegat,20100803,56,40.0,0.0,N,11,20.0,0.0,E,BIOT,Fish,Clupea harengus,FLESH WITHOUT BONES,03/25/10 00:00:00,210Po,=,0.2273,0.0375,Bq/kg f.w.,Risø-DTU,,,
476,Denmark,12,Klint,20100673,55,58.0,0.0,N,11,35.0,0.0,E,BIOT,Seaweed,Fucus vesiculosus,Whole plant,03/09/10 00:00:00,137Cs,=,0.7483,0.0336735,Bq/kg f.w.,Risø-DTU,,,
477,Denmark,12,Klint,20100674,55,58.0,0.0,N,11,35.0,0.0,E,BIOT,Seaweed,Fucus vesiculosus,Whole plant,06/06/10 00:00:00,137Cs,=,0.5894,0.0129668,Bq/kg f.w.,Risø-DTU,,,
478,Denmark,12,Klint,20100675,55,58.0,0.0,N,11,35.0,0.0,E,BIOT,Seaweed,Fucus vesiculosus,Whole plant,09/02/10 00:00:00,137Cs,=,0.7669,0.0245408,Bq/kg f.w.,Risø-DTU,,,
479,Denmark,12,Klint,20100676,55,58.0,0.0,N,11,35.0,0.0,E,BIOT,Seaweed,Fucus vesiculosus,Whole plant,12/09/10 00:00:00,137Cs,=,0.6786,0.0149292,Bq/kg f.w.,Risø-DTU,,,
480,Denmark,12,Klint,20100673,55,58.0,0.0,N,11,35.0,0.0,E,BIOT,Seaweed,Fucus vesiculosus,Whole plant,03/09/10 00:00:00,99Tc,=,11.96441398192225,3.24571220722286,Bq/kg f.w.,Risø-DTU,,,
481,Denmark,12,Klint,20100674,55,58.0,0.0,N,11,35.0,0.0,E,BIOT,Seaweed,Fucus vesiculosus,Whole plant,06/06/10 00:00:00,99Tc,=,8.399515527182865,2.17156034730469,Bq/kg f.w.,Risø-DTU,,,
482,Denmark,12,Klint,20100675,55,58.0,0.0,N,11,35.0,0.0,E,BIOT,Seaweed,Fucus vesiculosus,Whole plant,09/02/10 00:00:00,99Tc,=,5.81691006375797,1.11473519388839,Bq/kg f.w.,Risø-DTU,,,
483,Denmark,12,Klint,20100676,55,58.0,0.0,N,11,35.0,0.0,E,BIOT,Seaweed,Fucus vesiculosus,Whole plant,12/09/10 00:00:00,99Tc,=,8.670426427566493,2.15100274028283,Bq/kg f.w.,Risø-DTU,,,
484,Denmark,15,Thorshavn,20102056,62,0.0,36.0,N,6,45.0,10.0,W,BIOT,Fish,Gadus morhua,FLESH WITHOUT BONES,04/15/10 00:00:00,137Cs,=,0.082321,0.00493926,Bq/kg f.w.,Risø-DTU,,,
485,Denmark,15,Thorshavn,20102060,62,0.0,36.0,N,6,45.0,10.0,W,BIOT,Fish,Melanogrammus aeglefinus,FLESH WITHOUT BONES,05/28/10 00:00:00,137Cs,=,0.040032,0.00480384,Bq/kg f.w.,Risø-DTU,,,
486,Denmark,15,Thorshavn,20102061,62,0.0,36.0,N,6,45.0,10.0,W,BIOT,Fish,Melanogrammus aeglefinus,FLESH WITHOUT BONES,07/08/10 00:00:00,137Cs,=,0.038999,0.004952873,Bq/kg f.w.,Risø-DTU,,,
487,Denmark,15,Thorshavn,20102057,62,0.0,36.0,N,6,45.0,10.0,W,BIOT,Fish,Gadus morhua,FLESH WITHOUT BONES,08/13/10 00:00:00,137Cs,=,0.054123,0.005574669,Bq/kg f.w.,Risø-DTU,,,
488,Denmark,15,Thorshavn,20102082,62,0.0,36.0,N,6,45.0,10.0,W,BIOT,Seaweed,Fucus vesiculosus,Whole plant,03/05/10 00:00:00,137Cs,=,0.0413,0.01025,Bq/kg f.w.,Risø-DTU,,,
489,Denmark,15,Thorshavn,20102083,62,0.0,36.0,N,6,45.0,10.0,W,BIOT,Seaweed,Fucus vesiculosus,Whole plant,05/20/10 00:00:00,137Cs,=,0.04782,0.00392,Bq/kg f.w.,Risø-DTU,,,
490,Denmark,15,Thorshavn,20102084,62,0.0,36.0,N,6,45.0,10.0,W,BIOT,Seaweed,Fucus vesiculosus,Whole plant,08/24/10 00:00:00,137Cs,=,0.02714,0.004336,Bq/kg f.w.,Risø-DTU,,,
2018,Germany,9,,17657,54,5.0,28.0,N,7,50.0,34.0,E,BIOT,Fish,Clupea harengus,Whole animal,12/16/10 00:00:00,137Cs,=,0.165,0.006765,Bq/kg f.w.,Johann Heinrich von Thünen Institute (vTI),,,
2019,Germany,9,,17658,54,17.0,26.0,N,7,30.0,15.0,E,BIOT,Fish,Clupea harengus,Whole animal,12/17/10 00:00:00,137Cs,=,0.163,0.006683,Bq/kg f.w.,Johann Heinrich von Thünen Institute (vTI),,,
2020,Germany,9,,17661,54,57.0,39.0,N,6,19.0,54.0,E,BIOT,Fish,Pleuronectes platessa,Flesh without bones,12/18/10 00:00:00,137Cs,=,0.115,0.004945,Bq/kg f.w.,Johann Heinrich von Thünen Institute (vTI),,,
2021,Germany,9,,17662,54,57.0,39.0,N,6,19.0,54.0,E,BIOT,Fish,Limanda limanda,Flesh without bones,12/18/10 00:00:00,137Cs,=,0.128,0.005504,Bq/kg f.w.,Johann Heinrich von Thünen Institute (vTI),,,
2022,Germany,10,,17565,58,2.0,56.0,N,4,53.0,2.0,E,BIOT,Fish,Melanogrammus aeglefinus,Flesh without bones,06/21/10 00:00:00,137Cs,=,0.183,0.00732,Bq/kg f.w.,Johann Heinrich von Thünen Institute (vTI),,,
2023,Germany,10,,17566,58,7.0,2.0,N,4,42.0,22.0,E,BIOT,Fish,Pollachius virens,Flesh without bones,06/21/10 00:00:00,137Cs,=,0.268,0.010452,Bq/kg f.w.,Johann Heinrich von Thünen Institute (vTI),,,
2024,Germany,10,,17567,58,7.0,2.0,N,4,42.0,22.0,E,BIOT,Fish,Pollachius virens,Flesh without bones,06/21/10 00:00:00,137Cs,=,0.384,0.014592,Bq/kg f.w.,Johann Heinrich von Thünen Institute (vTI),,,
2025,Germany,10,,17568,58,4.0,59.0,N,4,47.0,42.0,E,BIOT,Fish,Pollachius pollachius,Flesh without bones,06/21/10 00:00:00,137Cs,=,0.353,0.013767,Bq/kg f.w.,Johann Heinrich von Thünen Institute (vTI),,,
2026,Germany,10,,17569,58,11.0,22.0,N,4,26.0,23.0,E,BIOT,Fish,Gadus morhua,Flesh without bones,06/21/10 00:00:00,137Cs,=,0.277,0.011634,Bq/kg f.w.,Johann Heinrich von Thünen Institute (vTI),,,
2027,Germany,10,,17664,55,23.0,24.0,N,4,28.0,25.0,E,BIOT,Fish,Limanda limanda,Whole animal,12/19/10 00:00:00,137Cs,=,0.138,0.005934,Bq/kg f.w.,Johann Heinrich von Thünen Institute (vTI),,,
2028,Germany,10,,17663,55,23.0,3.0,N,4,30.0,12.0,E,BIOT,Fish,Clupea harengus,Whole animal,12/19/10 00:00:00,137Cs,=,0.189,0.00756,Bq/kg f.w.,Johann Heinrich von Thünen Institute (vTI),,,
